BangleId,Time,Latitude,Longitude,Altitude,Heartrate,Confidence,Source,Battery Percentage,Battery Voltage,Charging,Steps,Barometer Temperature,Barometer Pressure,Barometer Altitude,Inspected
b8:4h,2022-10-01 17:56:00,50.738186,7.112069,7.0,53,92,,94,3.27480468749,False,53,31.74702911376,1015.59713207207,-19.52317857688,false
b8:4h,2022-10-01 17:56:30,50.738223,7.111813,27.0,47,87,,93,3.28359374999,False,52,31.7784248352,1015.43018911798,-18.1357735131,false
b8:4h,2022-10-01 17:57:00,50.738109,7.111358,33.0,44,53,,94,3.27128906249,False,55,31.75008239746,1015.42454862771,-18.08889412687,false
b8:4h,2022-10-01 17:57:30,50.738024,7.110701,27.0,56,74,,95,3.27216796874,False,54,31.79827117919,1015.35466807524,-17.50808361312,false
b8:4h,2022-10-01 17:58:00,50.737983,7.110077,32.0,55,17,,94,3.27744140624,False,54,31.75983963012,1015.45959608339,-18.3801780169,false
b8:4h,2022-10-01 17:58:30,50.737968,7.109452,32.0,57,52,,93,3.27216796874,False,57,31.7689994812,1015.47140339063,-18.47830822545,false
b8:4h,2022-10-01 17:59:00,50.737675,7.108929,-50.0,43,64,,94,3.27568359374,False,55,31.76382217407,1016.67542976825,-28.48009155938,false
b8:4h,2022-10-01 17:59:30,50.737631,7.108355,-65.0,35,90,,94,3.26777343749,False,54,31.60246276855,1015.69419747734,-20.32977064295,false
b8:4h,2022-10-01 18:00:00,50.737569,7.107792,-59.0,51,24,,92,3.2765625,False,56,31.55128707885,1015.95549407843,-22.50077753984,false
b8:4h,2022-10-01 18:00:30,50.737214,7.107699,21.0,47,55,,93,3.27744140624,False,53,31.5280555725,1016.06849171508,-23.43948878983,false
b8:4h,2022-10-01 18:01:00,50.737366,7.106702,23.0,59,82,,91,3.28095703124,False,53,31.45232086181,1016.3199355869,-25.5280184972,false
b8:4h,2022-10-01 18:01:30,50.737159,7.106147,-57.0,45,45,,92,3.2765625,False,55,31.3898612976,1016.3788963003,-26.01769428073,false
b8:4h,2022-10-01 18:02:00,50.736847,7.105982,-67.0,48,45,,92,3.26953124999,False,54,31.3536201477,1016.41992991869,-26.35846982046,false
b8:4h,2022-10-01 18:02:30,50.736595,7.106022,-67.0,50,36,,91,3.2765625,False,55,31.28020858764,1016.77134819134,-29.27646828663,false
b8:4h,2022-10-01 18:03:00,50.736534,7.105888,-52.0,65,51,,92,3.2765625,False,53,31.22153244018,1016.52152525,-27.20214967298,false
b8:4h,2022-10-01 18:03:30,50.736298,7.105969,-45.0,67,25,,92,3.26865234374,False,52,31.0893119812,1016.45169570788,-26.62227034531,false
b8:4h,2022-10-01 18:04:00,50.736078,7.105538,-42.0,52,41,,90,3.26865234374,False,54,30.8393409729,1016.35154023198,-25.79050171846,false
b8:4h,2022-10-01 18:04:30,50.735774,7.105286,-39.0,45,71,,92,3.26865234374,False,18,30.61950454711,1016.18114768131,-24.37527752147,false
b8:4h,2022-10-01 18:05:00,50.735368,7.104648,3.0,74,20,,90,3.27041015624,False,26,30.40650482177,1016.24251450594,-24.8849922176,false
b8:4h,2022-10-01 18:05:30,50.735417,7.105007,-47.0,43,64,,90,3.27216796874,False,55,30.31749496459,1016.01108540968,-22.96260491336,false
b8:4h,2022-10-01 18:06:00,50.735083,7.105549,-47.0,53,55,,90,3.27216796874,False,57,30.27786865234,1016.09238054542,-23.63793091092,false
b8:4h,2022-10-01 18:06:30,50.734466,7.105884,-54.0,53,56,,90,3.27041015624,False,54,30.28138656616,1016.11878956807,-23.85730362067,false
b8:4h,2022-10-01 18:07:00,50.734189,7.105128,-71.0,52,48,,90,3.27216796874,False,54,30.32765045166,1016.08132448058,-23.54608975719,false
b8:4h,2022-10-01 18:07:30,50.734201,7.10432,-36.0,50,69,,90,3.27216796874,False,56,30.39004364013,1016.11614009007,-23.83529532165,false
b8:4h,2022-10-01 18:08:00,50.734119,7.103721,-29.0,52,78,,90,3.27304687499,False,54,30.44188308715,1016.08432299975,-23.57099810818,false
b8:4h,2022-10-01 18:08:30,50.733805,7.104067,-23.0,59,45,,88,3.27041015624,False,54,30.46604385375,1016.15140096031,-24.12819139077,false
b8:4h,2022-10-01 18:09:00,50.733488,7.104434,10.0,67,46,,90,3.27392578124,False,55,30.50374526977,1016.1732232144,-24.30945484326,false
b8:4h,2022-10-01 18:09:30,50.733234,7.104985,21.0,63,46,,90,3.27568359374,False,55,30.49956359863,1016.18186883945,-24.38126762745,false
b8:4h,2022-10-01 18:10:00,50.732959,7.105488,34.0,45,63,,89,3.27304687499,False,55,30.5164894104,1016.18384468044,-24.39767940114,false
b8:4h,2022-10-01 18:10:30,50.732661,7.105837,56.0,61,70,,90,3.2765625,False,55,30.52372436523,1016.26474406326,-25.06962544207,false
b8:4h,2022-10-01 18:11:00,50.732289,7.105723,65.0,49,78,,89,3.27480468749,False,51,30.49943084716,1016.2492925466,-24.94128929934,false
b8:4h,2022-10-01 18:11:30,50.732018,7.105365,66.0,37,95,,89,3.27216796874,False,52,30.43451538085,1016.25394554373,-24.97993600862,false
b8:4h,2022-10-01 18:12:00,50.731715,7.105068,63.0,46,60,,89,3.27216796874,False,53,30.38327331542,1016.17157388957,-24.29575507104,false
b8:4h,2022-10-01 18:12:30,50.731401,7.104794,67.0,53,79,,88,3.27392578124,False,55,30.33136749267,1016.25352858289,-24.97647283497,false
b8:4h,2022-10-01 18:13:00,50.731166,7.104747,61.0,65,29,,88,3.27041015624,False,7,30.33003997802,1016.3786979092,-26.01604665744,false
b8:4h,2022-10-01 18:13:29,50.730942,7.104679,41.0,47,37,,88,3.27304687499,False,30,30.3265220642,1016.40530123389,-26.23698295861,false
b8:4h,2022-10-01 18:13:59,50.730791,7.104821,-1.0,44,21,,87,3.27304687499,False,52,30.29081192016,1016.38755963112,-26.0896423423,false
b8:4h,2022-10-01 18:14:29,50.73051,7.10501,-25.0,49,57,,88,3.27216796874,False,54,30.22735671997,1016.39197154681,-26.12628265249,false
b8:4h,2022-10-01 18:14:59,50.730092,7.105296,-33.0,51,57,,87,3.27744140624,False,54,30.15752944946,1016.37916719942,-26.01994407731,false
b8:4h,2022-10-01 18:15:29,50.729841,7.105537,-40.0,56,65,,87,3.27568359374,False,53,30.05650558471,1016.51815249687,-27.17414235702,false
